game_id,date,team_1,team_2,game_number,team_winner,patch_version,team_1_ban_1,team_1_ban_2,team_1_ban_3,team_1_ban_4,team_1_ban_5,team_2_ban_1,team_2_ban_2,team_2_ban_3,team_2_ban_4,team_2_ban_5,team_1_pick_1,team_1_pick_2,team_1_pick_3,team_1_pick_4,team_1_pick_5,team_2_pick_1,team_2_pick_2,team_2_pick_3,team_2_pick_4,team_2_pick_5,season
122,20-Sep-2024,btr,tlid,2,tlid,1.9.20,fanny,harith,phoveus,vexana,gatotkaca,mathilda,chip,arlott,grock,moskov,ruby,valentina,nolan,tigreal,natan,hylos,ling,alice,yve,chou,14
123,21-Sep-2024,ae,dewa,1,dewa,1.9.20,harith,edith,alpha,moskov,arlott,chip,phoveus,fanny,alice,chou,hylos,valentina,ling,terizla,roger,gatotkaca,hayabusa,yve,claude,gloo,14
124,21-Sep-2024,ae,dewa,2,dewa,1.9.20,harith,gatotkaca,hylos,moskov,terizla,chip,phoveus,fanny,chou,alice,edith,ling,valentina,kaja,karrie,hayabusa,mathilda,yve,claude,arlott,14
125,21-Sep-2024,rrq,evos,1,rrq,1.9.20,hayabusa,tigreal,harith,minotaur,kaja,chip,edith,phoveus,alice,moskov,mathilda,yve,roger,khaleed,cecilion,arlott,ling,valentina,claude,angela,14
126,21-Sep-2024,evos,rrq,2,evos,1.9.20,yve,fanny,hayabusa,valentina,luo yi,chip,phoveus,mathilda,lunox,tigreal,edith,ling,faramis,kaja,beatrix,arlott,nolan,alice,aurora,gatotkaca,14
127,21-Sep-2024,evos,rrq,3,evos,1.9.20,fanny,yve,mathilda,arlott,claude,chip,ling,phoveus,tigreal,minotaur,edith,nolan,luo yi,akai,harith,faramis,ruby,joy,gatotkaca,moskov,14
128,21-Sep-2024,rbl,fnoc,1,rbl,1.9.20,fanny,ling,nolan,moskov,terizla,chip,phoveus,hayabusa,minotaur,lancelot,edith,zhask,claude,alpha,kaja,mathilda,yve,joy,ruby,bruno,14
129,21-Sep-2024,rbl,fnoc,2,rbl,1.9.20,fanny,ling,nolan,lancelot,julian,chip,mathilda,edith,terizla,harith,hayabusa,zhask,gatotkaca,akai,lunox,claude,phoveus,faramis,ruby,joy,14
130,22-Sep-2024,rrq,geek,1,rrq,1.9.20,helcurt,nolan,faramis,vexana,luo yi,edith,harith,arlott,natan,alice,phoveus,mathilda,yve,claude,bane,julian,chip,moskov,valentina,thamuz,14
131,22-Sep-2024,geek,rrq,2,rrq,1.9.20,mathilda,yve,harith,gatotkaca,melissa,chip,helcurt,phoveus,claude,moskov,edith,faramis,ruby,alice,nolan,arlott,valentina,roger,grock,natan,14
132,22-Sep-2024,rbl,btr,1,btr,1.9.20,nolan,fanny,ling,tigreal,arlott,chip,phoveus,hayabusa,mathilda,kaja,edith,alpha,lunox,khufra,zhask,gatotkaca,harith,yve,khaleed,x.borg,14
133,22-Sep-2024,rbl,btr,2,btr,1.9.20,nolan,fanny,ling,benedetta,valentina,chip,phoveus,hayabusa,mathilda,kaja,yve,edith,alpha,claude,akai,gatotkaca,harith,khaleed,luo yi,x.borg,14
134,22-Sep-2024,tlid,evos,1,tlid,1.9.20,arlott,edith,alpha,terizla,faramis,chip,fanny,phoveus,vexana,lunox,hylos,ruby,ling,aurora,angela,mathilda,harith,nolan,gloo,yve,14
135,22-Sep-2024,evos,tlid,2,evos,1.9.20,fanny,yve,hylos,luo yi,vexana,chip,edith,phoveus,lunox,angela,ling,terizla,faramis,kaja,beatrix,harith,arlott,nolan,valentina,lolita,14
136,22-Sep-2024,tlid,evos,3,tlid,1.9.20,edith,arlott,ling,kaja,franco,fanny,phoveus,chip,luo yi,yve,hylos,hayabusa,harith,vexana,ruby,nolan,terizla,faramis,lunox,tigreal,14
137,27-Sep-2024,geek,tlid,1,tlid,1.9.20,fanny,ling,nolan,edith,arlott,helcurt,chip,hylos,lunox,moskov,phoveus,ruby,yve,roger,clint,mathilda,alpha,aurora,harith,gatotkaca,14
138,27-Sep-2024,tlid,geek,2,tlid,1.9.20,helcurt,chip,nolan,alpha,ruby,fanny,ling,mathilda,vexana,aurora,hylos,hayabusa,harith,akai,lylia,yve,phoveus,lunox,gatotkaca,bane,14
139,27-Sep-2024,rrq,dewa,1,rrq,1.9.20,hayabusa,fanny,gatotkaca,harith,tigreal,chip,phoveus,roger,yve,valentina,mathilda,khaleed,julian,faramis,claude,ruby,ling,vexana,beatrix,hylos,14
140,27-Sep-2024,dewa,rrq,2,rrq,1.9.20,roger,alpha,chip,claude,khufra,hayabusa,phoveus,mathilda,harith,tigreal,gatotkaca,fanny,yve,x.borg,beatrix,khaleed,vexana,bane,ruby,natan,14
141,28-Sep-2024,evos,rbl,1,rbl,1.9.20,hayabusa,yve,edith,lunox,karrie,chip,ling,nolan,faramis,terizla,mathilda,claude,julian,aurora,yu zhong,phoveus,alpha,kaja,vexana,moskov,14
142,28-Sep-2024,evos,rbl,2,evos,1.9.20,hayabusa,yve,alpha,luo yi,vexana,chip,ling,phoveus,beatrix,fanny,edith,faramis,kaja,lancelot,karrie,nolan,gatotkaca,akai,valentina,natan,14
143,28-Sep-2024,evos,rbl,3,evos,1.9.20,yve,hayabusa,alpha,karrie,moskov,chip,ling,phoveus,tigreal,gatotkaca,nolan,valentina,khaleed,atlas,natan,edith,julian,kaja,zhask,roger,14
144,28-Sep-2024,rrq,ae,1,ae,1.9.20,fanny,hayabusa,luo yi,moskov,julian,chip,phoveus,mathilda,natan,harith,ling,vexana,arlott,ruby,claude,gatotkaca,khaleed,faramis,bruno,joy,14
145,28-Sep-2024,ae,rrq,2,ae,1.9.20,mathilda,khaleed,edith,claude,natan,fanny,chip,phoveus,ruby,lolita,ling,gatotkaca,yve,lunox,barats,arlott,valentina,hayabusa,grock,harith,14
146,28-Sep-2024,fnoc,btr,1,btr,1.9.20,harith,phoveus,x.borg,alpha,nolan,chip,fanny,ling,claude,karrie,hayabusa,khaleed,valentina,wanwan,franco,alice,gatotkaca,angela,arlott,beatrix,14
147,28-Sep-2024,fnoc,btr,2,fnoc,1.9.20,harith,phoveus,x.borg,alpha,arlott,chip,fanny,ling,claude,karrie,hayabusa,khaleed,valentina,wanwan,franco,alice,gatotkaca,angela,beatrix,terizla,14
148,28-Sep-2024,fnoc,btr,3,fnoc,1.9.20,harith,phoveus,gatotkaca,hylos,edith,chip,fanny,ling,franco,kaja,khaleed,valentina,hayabusa,tigreal,wanwan,alice,arlott,angela,moskov,grock,14
149,29-Sep-2024,tlid,ae,1,ae,1.9.20,khaleed,hayabusa,phoveus,moskov,edith,mathilda,fanny,chip,hylos,vexana,ling,angela,ruby,aurora,barats,valentina,gatotkaca,nolan,arlott,claude,14
150,29-Sep-2024,ae,tlid,2,tlid,1.9.20,mathilda,fanny,hayabusa,natan,lunox,chip,khaleed,ling,jawhead,luo yi,phoveus,nolan,harith,lylia,tigreal,gatotkaca,yve,alpha,angela,alice,14
151,29-Sep-2024,tlid,ae,3,tlid,1.9.20,khaleed,ling,phoveus,arlott,edith,mathilda,fanny,angela,alice,carmilla,gatotkaca,yve,alpha,chou,harith,chip,hayabusa,vexana,hylos,lunox,14
152,29-Sep-2024,fnoc,evos,1,fnoc,1.9.20,phoveus,harith,ling,franco,kaja,chip,fanny,hayabusa,natan,melissa,khaleed,valentina,lancelot,gatotkaca,wanwan,nolan,edith,faramis,moskov,akai,14
153,29-Sep-2024,evos,fnoc,2,fnoc,1.9.20,fanny,hayabusa,khaleed,terizla,wanwan,chip,phoveus,ling,harith,arlott,nolan,faramis,gatotkaca,natan,hylos,edith,valentina,lancelot,beatrix,franco,14
154,29-Sep-2024,geek,rbl,1,geek,1.9.20,fanny,yve,phoveus,faramis,natan,chip,helcurt,nolan,lunox,moskov,khaleed,aurora,gatotkaca,julian,claude,edith,alpha,mathilda,alice,benedetta,14
155,29-Sep-2024,geek,rbl,2,rbl,1.9.20,hayabusa,yve,phoveus,faramis,natan,helcurt,chip,nolan,julian,harith,khaleed,hylos,aurora,alice,roger,gatotkaca,alpha,mathilda,claude,zhask,14
156,29-Sep-2024,rbl,geek,3,geek,1.9.20,helcurt,nolan,chip,julian,natan,phoveus,hayabusa,gatotkaca,beatrix,yve,khaleed,kaja,alpha,claude,valentina,mathilda,edith,faramis,moskov,bane,14
157,4-Oct-2024,geek,btr,1,btr,1.9.20,harith,ruby,ling,x.borg,beatrix,helcurt,chip,phoveus,valentina,luo yi,gatotkaca,moskov,fanny,arlott,zhuxin,khaleed,mathilda,faramis,wanwan,alpha,14
158,4-Oct-2024,geek,btr,2,btr,1.9.20,harith,mathilda,gatotkaca,ruby,moskov,helcurt,chip,phoveus,natalia,grock,khaleed,fanny,valentina,edith,claude,hylos,ling,faramis,tigreal,wanwan,14
159,4-Oct-2024,dewa,rbl,1,rbl,1.9.20,khaleed,mathilda,edith,kaja,akai,chip,fanny,hayabusa,harith,wanwan,gatotkaca,alpha,vexana,terizla,claude,phoveus,nolan,yve,natan,minotaur,14
160,4-Oct-2024,rbl,dewa,2,dewa,1.9.20,fanny,harith,hayabusa,edith,claude,chip,gatotkaca,yve,luo yi,valentina,phoveus,nolan,kaja,vexana,natan,alpha,mathilda,faramis,khaleed,moskov,14
161,4-Oct-2024,rbl,dewa,3,rbl,1.9.20,fanny,harith,hayabusa,moskov,claude,chip,yve,khaleed,natan,luo yi,phoveus,nolan,minotaur,karrie,zhask,mathilda,alpha,valentina,hylos,wanwan,14
162,5-Oct-2024,evos,geek,1,geek,1.9.20,helcurt,phoveus,gatotkaca,chou,moskov,ling,nolan,chip,faramis,wanwan,khaleed,hayabusa,edith,alice,vexana,mathilda,alpha,valentina,thamuz,natan,14
163,5-Oct-2024,evos,geek,2,evos,1.9.20,phoveus,gatotkaca,mathilda,chou,edith,ling,nolan,chip,hayabusa,fanny,khaleed,vexana,tigreal,harith,julian,valentina,alpha,helcurt,wanwan,terizla,14
164,5-Oct-2024,evos,geek,3,geek,1.9.20,gatotkaca,mathilda,helcurt,faramis,luo yi,ling,chip,khaleed,wanwan,alpha,phoveus,tigreal,vexana,fanny,claude,nolan,edith,natan,hylos,aurora,14
165,5-Oct-2024,tlid,rrq,1,tlid,1.9.20,khaleed,hayabusa,edith,bane,julian,chip,fanny,mathilda,yve,zhuxin,ling,angela,hylos,chou,harith,phoveus,gatotkaca,faramis,roger,bruno,14
166,5-Oct-2024,rrq,tlid,2,rrq,1.9.20,fanny,hylos,angela,x.borg,carmilla,khaleed,edith,mathilda,natan,harith,chip,phoveus,alpha,yve,irithel,gatotkaca,luo yi,wanwan,chou,joy,14
167,5-Oct-2024,tlid,rrq,3,rrq,1.9.20,khaleed,edith,hayabusa,phoveus,arlott,fanny,chip,mathilda,harith,chou,angela,ling,gatotkaca,ruby,yve,hylos,faramis,natan,bane,franco,14
168,5-Oct-2024,ae,fnoc,1,fnoc,1.9.20,harith,khaleed,fanny,moskov,franco,chip,phoveus,gatotkaca,angela,tigreal,ling,valentina,terizla,ruby,khufra,hayabusa,edith,luo yi,beatrix,barats,14
169,5-Oct-2024,ae,fnoc,2,fnoc,1.9.20,harith,khaleed,fanny,wanwan,franco,chip,phoveus,gatotkaca,valentina,lunox,ling,angela,chou,yve,bruno,hayabusa,edith,faramis,beatrix,kaja,14
170,6-Oct-2024,dewa,fnoc,1,fnoc,1.9.20,fanny,ling,hayabusa,kaja,chou,chip,phoveus,mathilda,beatrix,irithel,khaleed,yve,julian,jawhead,moskov,gatotkaca,alpha,wanwan,lylia,angela,14
171,6-Oct-2024,fnoc,dewa,2,dewa,1.9.20,gatotkaca,alpha,khaleed,valentina,yve,chip,fanny,hayabusa,wanwan,beatrix,phoveus,franco,faramis,moskov,martis,ling,angela,harith,hylos,zhuxin,14
172,6-Oct-2024,fnoc,dewa,3,fnoc,1.9.20,gatotkaca,alpha,phoveus,bane,nolan,chip,fanny,hayabusa,yve,valentina,ling,harith,edith,barats,luo yi,angela,khaleed,moskov,faramis,joy,14
173,6-Oct-2024,btr,ae,1,btr,1.9.20,gatotkaca,hayabusa,fanny,tigreal,wanwan,chip,phoveus,ling,harith,beatrix,mathilda,valentina,alpha,akai,brody,khaleed,angela,joy,bruno,chou,14
174,6-Oct-2024,ae,btr,2,btr,1.9.20,harith,khaleed,arlott,angela,khufra,chip,gatotkaca,phoveus,tigreal,edith,fanny,barats,valentina,claude,jawhead,faramis,ruby,ling,hylos,wanwan,14
175,6-Oct-2024,rrq,rbl,1,rrq,1.9.20,phoveus,edith,angela,nolan,lunox,chip,fanny,ling,natan,claude,hayabusa,hylos,mathilda,zhuxin,wanwan,khaleed,gatotkaca,zhask,harith,lancelot,14
176,6-Oct-2024,rbl,rrq,2,rrq,1.9.20,fanny,ling,hayabusa,franco,joy,phoveus,chip,alpha,harith,lunox,nolan,zhask,gatotkaca,akai,claude,chou,angela,wanwan,hylos,lancelot,14
177,23-Oct-2024,btr,ae,1,btr,1.9.20,gatotkaca,zhuxin,fanny,phoveus,harith,chip,mathilda,edith,khaleed,franco,suyou,wanwan,valentina,tigreal,chou,yve,hylos,alpha,arlott,moskov,14
178,23-Oct-2024,ae,btr,2,btr,1.9.20,harith,mathilda,zhuxin,x.borg,alice,chip,fanny,suyou,gatotkaca,beatrix,alpha,phoveus,luo yi,moskov,ruby,wanwan,valentina,hylos,tigreal,nolan,14
179,23-Oct-2024,ae,btr,3,btr,1.9.20,harith,mathilda,wanwan,tigreal,chou,fanny,suyou,chip,gatotkaca,phoveus,zhuxin,edith,alpha,benedetta,clint,hylos,nolan,yve,beatrix,ruby,14
180,23-Oct-2024,fnoc,geek,1,fnoc,1.9.20,helcurt,zhuxin,chip,alpha,nolan,fanny,wanwan,khaleed,kaja,edith,suyou,luo yi,hylos,beatrix,franco,yve,phoveus,mathilda,moskov,x.borg,14
181,23-Oct-2024,geek,fnoc,2,geek,1.9.20,fanny,ling,hayabusa,wanwan,claude,chip,helcurt,zhuxin,mathilda,gatotkaca,suyou,faramis,hylos,beatrix,edith,phoveus,nolan,luo yi,natan,khaleed,14
182,23-Oct-2024,fnoc,geek,3,geek,1.9.20,helcurt,zhuxin,chip,mathilda,gatotkaca,fanny,wanwan,luo yi,kaja,edith,suyou,beatrix,hylos,franco,vexana,yve,phoveus,alpha,tigreal,natan,14
183,23-Oct-2024,fnoc,geek,4,fnoc,1.9.20,helcurt,zhuxin,chip,mathilda,phoveus,fanny,wanwan,luo yi,edith,vexana,suyou,tigreal,beatrix,aurora,chou,hylos,yve,alpha,gatotkaca,moskov,14
184,23-Oct-2024,fnoc,geek,5,geek,1.9.20,helcurt,zhuxin,chip,phoveus,mathilda,fanny,wanwan,luo yi,kaja,franco,suyou,faramis,beatrix,chou,khaleed,hylos,nolan,yve,tigreal,natan,14
185,24-Oct-2024,tlid,btr,1,tlid,1.9.20,wanwan,phoveus,angela,natan,harith,fanny,suyou,chip,gatotkaca,ruby,mathilda,alpha,zhuxin,hilda,bruno,hylos,valentina,hayabusa,beatrix,kaja,14
186,24-Oct-2024,btr,tlid,2,tlid,1.9.20,fanny,zhuxin,mathilda,luo yi,alice,chip,wanwan,suyou,x.borg,hayabusa,hylos,harith,valentina,tigreal,nolan,angela,alpha,phoveus,chou,natan,14
187,24-Oct-2024,tlid,btr,3,btr,1.9.20,wanwan,phoveus,angela,natan,beatrix,chip,fanny,suyou,yve,aurora,mathilda,nolan,harith,gatotkaca,vexana,zhuxin,alpha,tigreal,khaleed,claude,14
188,24-Oct-2024,tlid,btr,4,btr,1.9.20,wanwan,angela,yve,harith,aurora,chip,fanny,suyou,hylos,x.borg,zhuxin,natan,chou,akai,bane,alpha,mathilda,phoveus,lunox,clint,14
189,24-Oct-2024,btr,tlid,5,tlid,1.9.20,fanny,zhuxin,alpha,valentina,natan,chip,wanwan,suyou,khaleed,harith,mathilda,faramis,x.borg,akai,brody,phoveus,angela,ling,ruby,aurora,14
190,24-Oct-2024,rrq,geek,1,rrq,1.9.20,helcurt,hylos,phoveus,hilda,natalia,mathilda,suyou,chip,arlott,tigreal,zhuxin,ling,edith,natan,franco,nolan,gatotkaca,yve,beatrix,chou,14
191,24-Oct-2024,geek,rrq,2,geek,1.9.20,mathilda,yve,zhuxin,ling,alpha,helcurt,phoveus,chip,hylos,tigreal,suyou,faramis,beatrix,chou,thamuz,luo yi,edith,natan,khaleed,nolan,14
192,24-Oct-2024,rrq,geek,3,rrq,1.9.20,helcurt,hylos,phoveus,natan,harith,zhuxin,suyou,chip,bruno,arlott,mathilda,faramis,alpha,barats,irithel,nolan,chou,valentina,beatrix,khaleed,14
193,24-Oct-2024,rrq,geek,4,rrq,1.9.20,helcurt,phoveus,hylos,natan,harith,zhuxin,suyou,chip,bruno,arlott,mathilda,faramis,alpha,barats,irithel,nolan,chou,luo yi,beatrix,edith,14
194,25-Oct-2024,btr,geek,1,btr,1.9.20,helcurt,phoveus,chip,alpha,nolan,mathilda,wanwan,yve,harith,beatrix,suyou,gatotkaca,luo yi,natan,arlott,hylos,zhuxin,moskov,tigreal,joy,14
195,25-Oct-2024,geek,btr,2,btr,1.9.20,fanny,wanwan,mathilda,natan,x.borg,chip,suyou,phoveus,chou,helcurt,zhuxin,hylos,alpha,edith,clint,khaleed,gatotkaca,yve,moskov,nolan,14
196,25-Oct-2024,geek,btr,3,btr,1.9.20,fanny,wanwan,zhuxin,moskov,nolan,chip,suyou,mathilda,phoveus,tigreal,alpha,natan,faramis,ruby,thamuz,gatotkaca,yve,khaleed,julian,clint,14
197,25-Oct-2024,rrq,tlid,1,tlid,1.9.20,fanny,angela,hylos,ling,hayabusa,chip,mathilda,suyou,irithel,harith,zhuxin,alpha,edith,franco,wanwan,yve,phoveus,natan,chou,bane,14
198,25-Oct-2024,rrq,tlid,2,tlid,1.9.20,fanny,angela,phoveus,hayabusa,alpha,chip,mathilda,suyou,bane,nolan,zhuxin,irithel,khaleed,julian,cici,chou,natan,hilda,ling,yve,14
199,25-Oct-2024,rrq,tlid,3,rrq,1.9.20,fanny,angela,chou,hylos,gatotkaca,chip,mathilda,natan,franco,tigreal,suyou,edith,yve,terizla,claude,zhuxin,phoveus,nolan,harith,grock,14
200,25-Oct-2024,tlid,rrq,4,rrq,1.9.20,edith,natan,chip,irithel,claude,fanny,chou,suyou,ruby,aurora,phoveus,angela,ling,hylos,harith,alpha,mathilda,faramis,barats,bruno,14
201,25-Oct-2024,tlid,rrq,5,rrq,1.9.20,natan,alpha,chip,franco,kaja,fanny,chou,suyou,hilda,faramis,mathilda,harith,bane,hylos,aurora,phoveus,yve,hayabusa,khaleed,lunox,14
202,26-Oct-2024,tlid,btr,1,tlid,1.9.20,wanwan,khaleed,gatotkaca,luo yi,tigreal,fanny,suyou,chip,ruby,harith,mathilda,yve,bane,ixia,hylos,natan,alpha,phoveus,valentina,rafaela,14
203,26-Oct-2024,btr,tlid,2,tlid,1.9.20,fanny,phoveus,angela,chou,gatotkaca,wanwan,suyou,chip,x.borg,bane,mathilda,khaleed,natan,zhuxin,nolan,yve,alpha,hilda,harith,rafaela,14
204,26-Oct-2024,tlid,btr,3,tlid,1.9.20,wanwan,gatotkaca,khaleed,arlott,chou,fanny,suyou,chip,aurora,phoveus,mathilda,natan,bane,lylia,terizla,yve,alpha,moskov,ruby,lolita,14
205,27-Oct-2024,tlid,rrq,1,tlid,1.9.20,edith,phoveus,mathilda,carmilla,khaleed,chou,fanny,suyou,lylia,harith,chip,hilda,alpha,pharsa,beatrix,natan,yve,bane,terizla,tigreal,14
206,27-Oct-2024,rrq,tlid,2,rrq,1.9.20,fanny,chou,hilda,barats,akai,chip,suyou,khaleed,ixia,bruno,mathilda,bane,phoveus,irithel,zhuxin,alpha,yve,natan,hylos,rafaela,14
207,27-Oct-2024,tlid,rrq,3,rrq,1.9.20,edith,phoveus,mathilda,carmilla,khaleed,fanny,suyou,chou,terizla,akai,chip,alpha,yve,benedetta,natan,bane,hilda,zhuxin,gatotkaca,irithel,14
208,27-Oct-2024,tlid,rrq,4,tlid,1.9.20,phoveus,alpha,chip,faramis,irithel,fanny,chou,yve,akai,benedetta,suyou,zhuxin,khaleed,hylos,beatrix,hilda,mathilda,bane,natan,aurora,14
209,27-Oct-2024,rrq,tlid,5,rrq,1.9.20,fanny,chou,hilda,hylos,terizla,chip,suyou,mathilda,irithel,franco,phoveus,zhuxin,bane,jawhead,beatrix,alpha,khaleed,yve,natan,tigreal,14
210,27-Oct-2024,tlid,rrq,6,tlid,1.9.20,alpha,chip,bane,bruno,natan,fanny,hilda,suyou,ruby,harith,phoveus,angela,ling,lunox,khaleed,barats,mathilda,faramis,julian,irithel,14
211,27-Oct-2024,rrq,tlid,7,tlid,1.9.20,fanny,hilda,khaleed,ruby,lunox,chip,suyou,zhuxin,phoveus,bruno,mathilda,faramis,alpha,ixia,barats,chou,angela,ling,harith,terizla,14
212,7-Mar-2025,rrq,navi,1,rrq,1.9.42,mathilda,phoveus,harith,hylos,valentina,zhuxin,fanny,luo yi,yve,chip,joy,gatotkaca,granger,pharsa,cici,moskov,badang,suyou,vexana,chou,15
213,7-Mar-2025,rrq,navi,2,rrq,1.9.42,phoveus,mathilda,harith,hanzo,nolan,fanny,zhuxin,joy,pharsa,hylos,suyou,cici,irithel,tigreal,yve,luo yi,granger,badang,gatotkaca,hayabusa,15
214,7-Mar-2025,evos,tlid,1,evos,1.9.42,mathilda,harith,yve,nolan,lukas,fanny,joy,zhuxin,badang,phoveus,suyou,granger,luo yi,edith,jawhead,cici,gatotkaca,selena,bruno,ling,15
215,7-Mar-2025,tlid,evos,2,tlid,1.9.42,mathilda,phoveus,luo yi,valentina,jawhead,fanny,zhuxin,yve,hanzo,lukas,harith,badang,selena,joy,khaleed,suyou,cici,granger,gatotkaca,vexana,15
216,7-Mar-2025,tlid,evos,3,evos,1.9.42,mathilda,phoveus,luo yi,suyou,hayabusa,fanny,zhuxin,harith,valentina,badang,joy,hylos,selena,cici,karrie,gatotkaca,granger,lukas,vexana,edith,15
217,8-Mar-2025,geek,evos,1,evos,1.9.42,mathilda,cici,phoveus,luo yi,tigreal,fanny,zhuxin,harith,moskov,lukas,joy,valentina,badang,chou,karrie,gatotkaca,granger,suyou,vexana,jawhead,15
218,8-Mar-2025,evos,geek,2,evos,1.9.42,mathilda,harith,yve,pharsa,luo yi,fanny,cici,zhuxin,moskov,jawhead,joy,vexana,gloo,gatotkaca,bruno,phoveus,granger,suyou,cecilion,guinevere,15
219,8-Mar-2025,btr,ae,1,btr,1.9.42,mathilda,yve,lukas,tigreal,jawhead,fanny,zhuxin,cici,luo yi,phoveus,joy,granger,badang,hylos,pharsa,suyou,harith,gatotkaca,valentina,chou,15
220,8-Mar-2025,ae,btr,2,btr,1.9.42,luo yi,chou,badang,cici,phoveus,zhuxin,fanny,mathilda,tigreal,jawhead,harith,hylos,suyou,valentina,lukas,joy,gatotkaca,granger,yve,gloo,15
221,8-Mar-2025,rrq,onic,1,rrq,1.9.42,yve,phoveus,harith,luo yi,tigreal,zhuxin,fanny,joy,hilda,pharsa,suyou,gatotkaca,irithel,chip,valentina,granger,cici,nolan,cecilion,hylos,15
222,8-Mar-2025,onic,rrq,2,rrq,1.9.42,phoveus,mathilda,joy,gatotkaca,jawhead,fanny,zhuxin,harith,irithel,moskov,suyou,pharsa,chou,gloo,claude,yve,granger,hanzo,tigreal,lukas,15
223,9-Mar-2025,dewa,btr,1,btr,1.9.42,yve,joy,phoveus,akai,chou,luo yi,zhuxin,mathilda,hilda,edith,fanny,hylos,granger,ruby,vexana,harith,badang,suyou,vale,gatotkaca,15
224,9-Mar-2025,btr,dewa,2,dewa,1.9.42,mathilda,yve,moskov,jawhead,chou,zhuxin,joy,harith,gloo,lukas,fanny,gatotkaca,irithel,luo yi,cici,granger,badang,suyou,phoveus,vexana,15
225,9-Mar-2025,dewa,btr,3,dewa,1.9.42,yve,joy,badang,gloo,luo yi,zhuxin,fanny,harith,hilda,vexana,mathilda,alpha,moskov,valentina,uranus,granger,suyou,jawhead,cici,cecilion,15
226,9-Mar-2025,ae,onic,1,ae,1.9.42,fanny,khaleed,badang,luo yi,jawhead,zhuxin,mathilda,yve,gloo,lukas,joy,hylos,granger,faramis,cici,harith,phoveus,suyou,aurora,chou,15
227,9-Mar-2025,onic,ae,2,onic,1.9.42,granger,mathilda,phoveus,moskov,cici,fanny,joy,zhuxin,jawhead,badang,harith,suyou,yve,lukas,gatotkaca,luo yi,hylos,hanzo,claude,valentina,15
228,9-Mar-2025,ae,onic,3,ae,1.9.42,fanny,khaleed,luo yi,moskov,jawhead,zhuxin,mathilda,granger,faramis,hylos,harith,joy,cici,pharsa,gatotkaca,suyou,yve,phoveus,karrie,chip,15
229,9-Mar-2025,tlid,navi,1,navi,1.9.42,mathilda,phoveus,granger,moskov,jawhead,fanny,zhuxin,joy,faramis,angela,harith,lukas,hylos,yve,badang,suyou,gatotkaca,valentina,cici,bruno,15
230,9-Mar-2025,tlid,navi,2,tlid,1.9.42,phoveus,mathilda,lukas,hanzo,hayabusa,fanny,zhuxin,joy,luo yi,valentina,suyou,badang,granger,khaleed,pharsa,gatotkaca,harith,cici,yve,martis,15
231,9-Mar-2025,navi,tlid,3,tlid,1.9.42,fanny,harith,luo yi,cici,gloo,zhuxin,joy,mathilda,badang,chip,granger,valentina,lukas,edith,chou,suyou,gatotkaca,moskov,hylos,cecilion,15
232,14-Mar-2025,onic,geek,1,onic,1.9.48,mathilda,harith,phoveus,pharsa,luo yi,fanny,zhuxin,granger,jawhead,claude,joy,hylos,yve,bruno,badang,suyou,gatotkaca,cici,moskov,aurora,15
233,14-Mar-2025,onic,geek,2,geek,1.9.48,mathilda,harith,phoveus,pharsa,luo yi,fanny,zhuxin,granger,jawhead,claude,joy,yve,hylos,badang,bruno,suyou,gatotkaca,cici,moskov,aurora,15
234,14-Mar-2025,onic,geek,3,geek,1.9.48,mathilda,harith,moskov,pharsa,luo yi,fanny,zhuxin,granger,bruno,irithel,joy,yve,hylos,badang,karrie,suyou,gatotkaca,claude,aurora,cici,15
235,14-Mar-2025,dewa,navi,1,dewa,1.9.48,yve,joy,badang,novaria,hayabusa,zhuxin,fanny,mathilda,jawhead,gloo,suyou,granger,luo yi,chou,cici,gatotkaca,harith,lukas,valentina,edith,15
236,14-Mar-2025,dewa,navi,2,dewa,1.9.48,yve,joy,badang,novaria,vexana,zhuxin,fanny,mathilda,jawhead,chou,suyou,granger,luo yi,gatotkaca,cici,harith,hylos,hayabusa,pharsa,edith,15
237,15-Mar-2025,ae,navi,1,ae,1.9.48,lukas,hanzo,badang,phoveus,hylos,zhuxin,fanny,mathilda,cici,pharsa,joy,gatotkaca,granger,valentina,chou,harith,luo yi,suyou,jawhead,hilda,15
238,15-Mar-2025,ae,navi,2,navi,1.9.48,lukas,luo yi,harith,phoveus,hilda,fanny,zhuxin,yve,cici,vexana,joy,moskov,khaleed,gatotkaca,valentina,granger,mathilda,alpha,badang,cecilion,15
239,15-Mar-2025,ae,navi,3,ae,1.9.48,lukas,luo yi,moskov,cici,hilda,fanny,zhuxin,mathilda,tigreal,jawhead,harith,hylos,suyou,yve,phoveus,badang,joy,granger,valentina,gloo,15
240,15-Mar-2025,rrq,tlid,1,rrq,1.9.48,mathilda,badang,yve,hilda,phoveus,fanny,joy,suyou,hanzo,alpha,zhuxin,granger,cici,ling,tigreal,hayabusa,harith,hylos,gatotkaca,cecilion,15
241,15-Mar-2025,tlid,rrq,2,rrq,1.9.48,gatotkaca,granger,cici,gloo,jawhead,fanny,zhuxin,suyou,moskov,luo yi,mathilda,phoveus,alpha,valentina,bruno,harith,hayabusa,cecilion,hylos,franco,15
